imdb_id,title,runtime,overview,rated,imdb_votes,popularity,imdb_rating,rotten_tomatoes_rating,metacritic_rating,budget,revenue,financial_success,star_1,star_2,star_3,genre_1,genre_2,genre_3,director_1,director_2,release_year,outcome
tt2011159,No Good Deed,84 min,"Terri is a devoted wife and mother of two, living an ideal suburban life in Atlanta when Colin, a charming but dangerous escaped convict, shows up at her door claiming car trouble. Terri offers her phone to help him but soon learns that no good deed goes unpunished as she finds herself fighting for survival when he invades her home and terrorizes her family.",PG-13,"22,194",37.883,5.6,12.0,26.0,13200000,53830415,True,Taraji P. Henson, Idris Elba, Leslie Bibb,Crime, Drama, Horror,Sam Miller,,2014,False
tt3110958,Now You See Me 2,129 min,"One year after outwitting the FBI and winning the public’s adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",PG-13,"325,510",33.684,6.4,33.0,46.0,120000000,334900000,True,Jesse Eisenberg, Mark Ruffalo, Woody Harrelson,Action, Adventure, Comedy,Jon M. Chu,,2016,False
tt0493464,Wanted,110 min,"Doormat Wesley Gibson is an office worker whose life is going nowhere. He meets a sexy woman named Fox and discovers that his recently murdered father - whom Wesley never knew - belonged to the Fraternity, a secret society of assassins which takes its orders from Fate itself. Fox and Sloan, the Fraternity's leader, teach Wesley, through intense training, to tap into dormant powers and hone his innate killing skills. Though he enjoys his newfound abilities, he begins to suspect that there is more to the Fraternity than meets the eye.",R,"411,856",37.809,6.7,71.0,64.0,75000000,342463063,True,Angelina Jolie, James McAvoy, Morgan Freeman,Action, Crime, Thriller,Timur Bekmambetov,,2008,True
tt2024544,12 Years a Slave,134 min,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",R,"747,876",37.78,8.1,95.0,96.0,20000000,187000000,True,Chiwetel Ejiofor, Michael Kenneth Williams, Michael Fassbender,Biography, Drama, History,Steve McQueen,,2013,True
tt1615918,Alvin and the Chipmunks: Chipwrecked,87 min,"Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",G,"40,342",37.673,4.4,10.0,24.0,75000000,342695435,True,Justin Long, Matthew Gray Gubler, Jesse McCartney,Adventure, Comedy, Family,Mike Mitchell,,2011,False
tt0332379,School of Rock,109 min,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",PG-13,"335,542",37.65,7.2,92.0,82.0,35000000,131100000,True,Jack Black, Mike White, Joan Cusack,Comedy, Music,,Richard Linklater,,2003,True
tt2091256,Captain Underpants: The First Epic Movie,89 min,"Based on the bestselling book series, this outrageous comedy tells the story of George and Harold,  two overly imaginative pranksters who hypnotize their principal into thinking he’s an enthusiastic, yet dimwitted, superhero named Captain Underpants.",PG,"32,964",37.61,6.2,87.0,69.0,38000000,125427681,True,Kevin Hart, Thomas Middleditch, Ed Helms,Animation, Action, Adventure,David Soren,,2017,True
tt0086960,Beverly Hills Cop,105 min,"Fast-talking, quick-thinking Detroit street cop Axel Foley has bent more than a few rules and regs in his time, but when his best friend is murdered, he heads to sunny Beverly Hills to work the case like only he can.",R,"217,239",37.591,7.4,82.0,66.0,14000000,316360478,True,Eddie Murphy, Judge Reinhold, John Ashton,Action, Comedy, Crime,Martin Brest,,1984,True
tt0096438,Who Framed Roger Rabbit,104 min,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",PG,"219,493",37.566,7.7,96.0,83.0,70000000,329800000,True,Bob Hoskins, Christopher Lloyd, Joanna Cassidy,Animation, Adventure, Comedy,Robert Zemeckis,,1988,True
tt0230600,The Others,104 min,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions.",PG-13,"397,361",37.551,7.6,84.0,74.0,17000000,210000000,True,Nicole Kidman, Christopher Eccleston, Fionnula Flanagan,Horror, Mystery, Thriller,Alejandro Amenábar,,2001,True
tt1343092,The Great Gatsby,143 min,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",PG-13,"604,311",37.537,7.2,48.0,55.0,105000000,351040419,True,Leonardo DiCaprio, Carey Mulligan, Joel Edgerton,Drama, Romance,,Baz Luhrmann,,2013,False
tt4913966,The Curse of La Llorona,93 min,"In 1970s Los Angeles, ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own young kids are soon drawn into a frightening supernatural realm.",R,"58,639",37.446,5.3,28.0,41.0,9000000,122033739,True,Linda Cardellini, Raymond Cruz, Patricia Velasquez,Horror, Mystery, Thriller,Michael Chaves,,2019,False
tt4799050,Rough Night,101 min,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.",R,"56,380",23.123,5.2,45.0,51.0,20000000,45056771,True,Scarlett Johansson, Kate McKinnon, Zoë Kravitz,Comedy,,,Lucia Aniello,,2017,False
tt0093493,Mannequin,90 min,"Jonathan Switcher, an unemployed artist, finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed, she springs to life and introduces herself as Emmy, an Egyptian under an ancient spell. Despite interference from the store's devious manager, Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.",PG,"36,550",34.106,6.0,20.0,21.0,6000000,42700000,True,Andrew McCarthy, Kim Cattrall, Estelle Getty,Comedy, Fantasy, Romance,Michael Gottlieb,,1987,False
tt0758758,Into the Wild,148 min,"After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",R,"663,062",37.347,8.1,83.0,73.0,15000000,56255142,True,Emile Hirsch, Vince Vaughn, Catherine Keener,Adventure, Biography, Drama,Sean Penn,,2007,True
tt10665342,Halloween Ends,111 min,"Four years after the events of Halloween in 2018, Laurie has decided to liberate herself from fear and rage and embrace life. But when a young man is accused of killing a boy he was babysitting, it ignites a cascade of violence and terror that will force Laurie to finally confront the evil she can’t control, once and for all.",R,"73,413",37.346,5.0,40.0,47.0,20000000,104374176,True,Jamie Lee Curtis, Andi Matichak, James Jude Courtney,Drama, Horror, Mystery,David Gordon Green,,2022,False
tt9271672,Prey for the Devil,93 min,"In response to a global rise in demonic possessions, the Catholic Church reopens exorcism schools to train priests in the Rite of Exorcism. On this spiritual battlefield, an unlikely warrior rises: a young nun, Sister Ann. Thrust onto the spiritual frontline with fellow student Father Dante, Sister Ann finds herself in a battle for the soul of a young girl and soon realizes the Devil has her right where he wants her.",PG-13,"18,306",37.337,5.3,17.0,38.0,0,37655699,True,Jacqueline Byers, Debora Zhecheva, Christian Navarro,Horror, Mystery, Thriller,Daniel Stamm,,2022,False
tt0245844,The Count of Monte Cristo,131 min,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",PG-13,"150,203",34.345,7.7,73.0,61.0,35000000,75400000,True,Jim Caviezel, Guy Pearce, Christopher Adamson,Action, Adventure, Drama,Kevin Reynolds,,2002,True
tt11755740,Texas Chainsaw Massacre,81 min,"After nearly 50 years of hiding, Leatherface returns to terrorize a group of idealistic influencers who accidentally disrupt his carefully shielded world in a remote Texas town.",R,"63,007",37.11,4.7,30.0,34.0,20000000,0,False,Sarah Yarkin, Elsie Fisher, Mark Burnham,Crime, Horror, Thriller,David Blue Garcia,,2022,False
tt0118617,Anastasia,94 min,"Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward.",G,"137,699",37.26,7.1,83.0,61.0,53000000,139804348,True,Meg Ryan, John Cusack, Christopher Lloyd,Animation, Adventure, Drama,Don Bluth, Gary Goldman,1997,True
tt1133985,Green Lantern,114 min,"For centuries, a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe, their fate and the fate of Earth lie in the hands of the first human ever recruited.",PG-13,"298,477",37.215,5.5,26.0,39.0,200000000,219851172,True,Ryan Reynolds, Blake Lively, Peter Sarsgaard,Action, Adventure, Sci-Fi,Martin Campbell,,2011,False
tt0095271,Halloween 4: The Return of Michael Myers,88 min,Michael returns to Haddonfield for Jamie Lloyd – the orphaned daughter of Laurie Strode – and her babysitter Rachel. Can Dr. Loomis stop him before the unholy slaughter reaches his innocent young niece?,R,"59,317",32.323,5.8,39.0,34.0,5000000,17768757,True,Donald Pleasence, Ellie Cornell, Danielle Harris,Horror, Thriller,,Dwight H. Little,,1988,False
tt8080204,Hypnotic,93 min,A detective becomes entangled in a mystery involving his missing daughter and a secret government program while investigating a string of reality-bending crimes.,R,"38,693",37.357,5.5,31.0,53.0,70000000,16014123,False,Ben Affleck, Alice Braga, JD Pardo,Action, Drama, Mystery,Robert Rodriguez,,2023,False
tt2226417,Insidious: Chapter 2,106 min,The haunted Lambert family seeks to uncover the mysterious childhood secret that has left them dangerously connected to the spirit world.,PG-13,"190,823",37.115,6.6,39.0,40.0,5000000,161000000,True,Patrick Wilson, Rose Byrne, Barbara Hershey,Horror, Mystery, Thriller,James Wan,,2013,False
tt0119558,Lolita,153 min,"Humbert Humbert is a middle-aged British novelist who is both appalled by and attracted to the vulgarity of American culture. When he comes to stay at the boarding house run by Charlotte Haze, he soon becomes obsessed with Lolita, the woman's teenaged daughter.",Approved,"109,821",42.563,7.5,91.0,79.0,62000000,1100000,False,James Mason, Shelley Winters, Sue Lyon,Crime, Drama, Romance,Stanley Kubrick,,1997,False
tt13651794,May December,117 min,"Twenty years after their notorious tabloid romance gripped the nation, a married couple buckles under the pressure when an actress arrives to do research for a film about their past.",R,"59,386",34.874,6.8,91.0,81.0,20000000,4232370,False,Natalie Portman, Chris Tenzis, Charles Melton,Drama,,,Todd Haynes,,2023,False
tt0033467,Citizen Kane,119 min,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",PG,"470,097",37.807,8.3,99.0,100.0,839727,23218000,True,Orson Welles, Joseph Cotten, Dorothy Comingore,Drama, Mystery,,Orson Welles,,1941,True
tt0397065,House of Wax,113 min,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,R,"135,840",37.033,5.5,28.0,41.0,40000000,68766121,True,Chad Michael Murray, Paris Hilton, Elisha Cuthbert,Horror, Thriller,,Jaume Collet-Serra,,2005,False
tt0312528,The Cat in the Hat,82 min,"During a rainy day, and while their mother is out, Conrad and Sally, and their pet fish, are visited by the mischievous Cat in the Hat. Fun soon turns to mayhem, and the siblings must figure out how to rid themselves of the maniacal Cat.",PG,"88,719",37.032,4.1,10.0,19.0,109000000,133800000,True,Mike Myers, Spencer Breslin, Dakota Fanning,Adventure, Comedy, Family,Bo Welch,,2003,False
tt0389790,Bee Movie,91 min,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.",PG,"182,412",31.307,6.1,50.0,54.0,150000000,287594577,True,Jerry Seinfeld, Renée Zellweger, Matthew Broderick,Animation, Adventure, Comedy,Simon J. Smith, Steve Hickner,2007,False
tt1496025,Underworld: Awakening,88 min,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",R,"162,322",37.024,6.3,25.0,39.0,70000000,160112671,True,Kate Beckinsale, Michael Ealy, India Eisley,Action, Fantasy, Thriller,Måns Mårlind, Björn Stein,2012,False
tt0099582,Flatliners,115 min,"Five medical students want to find out if there is life after death. They plan to stop one of their hearts for a few seconds, thus simulating death, and then bring the person back to life.",R,"94,329",32.053,6.5,50.0,55.0,26000000,61489265,True,Kiefer Sutherland, Kevin Bacon, Julia Roberts,Drama, Horror, Sci-Fi,Joel Schumacher,,1990,False
tt7979142,The Night Clerk,90 min,"Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift, Bart becomes the prime suspect. As the police investigation closes in, Bart makes a personal connection with a beautiful guest named Andrea, but soon realises he must stop the real murderer before she becomes the next victim.",R,"18,969",37.005,5.6,37.0,44.0,0,302127,True,Tye Sheridan, Ana de Armas, Helen Hunt,Crime, Drama, Mystery,Michael Cristofer,,2020,False
tt3416828,Ice Age: Collision Course,94 min,"Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.",PG,"76,901",37.0,5.7,18.0,34.0,105000000,408579038,True,Ray Romano, Denis Leary, John Leguizamo,Animation, Adventure, Comedy,Michael Thurmeier, Galen T. Chu,2016,False
tt2798920,Annihilation,115 min,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",R,"367,273",33.805,6.8,88.0,79.0,40000000,43070915,True,Natalie Portman, Jennifer Jason Leigh, Tessa Thompson,Adventure, Drama, Horror,Alex Garland,,2018,True
tt2343793,Third Person,137 min,"An acclaimed novelist struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.",R,"29,489",36.981,6.3,26.0,38.0,28000000,1749201,False,Liam Neeson, Mila Kunis, Adrien Brody,Drama, Romance,,Paul Haggis,,2014,False
tt3691740,The BFG,117 min,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",PG,"94,236",33.801,6.3,74.0,66.0,140000000,195243411,True,Mark Rylance, Ruby Barnhill, Penelope Wilton,Adventure, Family, Fantasy,Steven Spielberg,,2016,True
tt0052357,Vertigo,128 min,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",PG,"432,364",29.795,8.3,92.0,100.0,2479000,7797728,True,James Stewart, Kim Novak, Barbara Bel Geddes,Mystery, Romance, Thriller,Alfred Hitchcock,,1958,True
tt2404463,The Heat,117 min,"Uptight and straight-laced, FBI Special Agent Sarah Ashburn is a methodical investigator with a reputation for excellence--and hyper-arrogance. Shannon Mullins, one of Boston P.D.'s ""finest,"" is foul-mouthed and has a very short fuse, and uses her gut instinct and street smarts to catch the most elusive criminals. Neither has ever had a partner, or a friend for that matter. When these two wildly incompatible law officers join forces to bring down a ruthless drug lord, they become the last thing anyone expected: buddies.",R,"182,537",26.542,6.6,66.0,60.0,43000000,158674180,True,Sandra Bullock, Michael McDonald, Melissa McCarthy,Action, Comedy, Crime,Paul Feig,,2013,False
tt1242432,I Spit on Your Grave,108 min,"A beautiful woman from the city, Jennifer Hills, rents an isolated cabin in the country to write her latest novel. Soon, a group of local lowlifes subject her to a nightmare of degradation, rape, and violence.",R,"94,366",36.917,6.2,31.0,27.0,2000000,572809,False,Sarah Butler, Jeff Branson, Andrew Howard,Horror, Thriller,,Steven R. Monroe,,2010,False
tt0393162,Coach Carter,136 min,"Based on a true story, in which Richmond High School head basketball coach Ken Carter made headlines in 1999 for benching his undefeated team due to poor academic results.",PG-13,"174,298",33.289,7.3,64.0,57.0,30000000,76669554,True,Samuel L. Jackson, Rick Gonzalez, Robert Ri'chard,Biography, Drama, Sport,Thomas Carter,,2005,False
tt0395699,The Pacifier,95 min,Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains hidden in the kids' house.,PG,"101,868",36.903,5.6,21.0,30.0,56000000,198636868,True,Vin Diesel, Brittany Snow, Max Thieriot,Action, Comedy, Drama,Adam Shankman,,2005,False
tt0365907,A Walk Among the Tombstones,114 min,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,R,"128,007",43.804,6.5,68.0,57.0,28000000,58834384,True,Liam Neeson, Dan Stevens, David Harbour,Action, Crime, Drama,Scott Frank,,2014,False
tt0103772,Basic Instinct,127 min,"Catherine, a novelist with an insatiable sexual appetite, becomes a prime suspect when her boyfriend is brutally murdered -- a crime she had described in her latest story.",R,"222,273",37.783,7.1,55.0,43.0,49000000,352927224,True,Michael Douglas, Sharon Stone, George Dzundza,Drama, Mystery, Thriller,Paul Verhoeven,,1992,False
tt0078767,The Amityville Horror,90 min,"George Lutz, his wife Kathy, and their three children have just moved into a beautiful, and improbably cheap, Victorian mansion nestled in the sleepy coastal town of Amityville, Long Island. However, their dream home is concealing a horrific past and soon each member of the Lutz family is plagued with increasingly strange and violent visions and impulses.",R,"118,316",36.876,5.9,24.0,33.0,4700000,86432000,True,Ryan Reynolds, Melissa George, Jimmy Bennett,Horror,,,Andrew Douglas,,1979,False
tt0267913,Scooby-Doo,86 min,"When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",PG,"127,433",36.847,5.3,32.0,35.0,84000000,275650703,True,Matthew Lillard, Freddie Prinze Jr., Sarah Michelle Gellar,Adventure, Comedy, Family,Raja Gosnell,,2002,False
tt0116629,Independence Day,145 min,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.",PG-13,"613,614",34.525,7.0,68.0,59.0,75000000,817400891,True,Will Smith, Bill Pullman, Jeff Goldblum,Action, Adventure, Sci-Fi,Roland Emmerich,,1996,False
tt0387808,Idiocracy,84 min,"To test its top-secret Human Hibernation Project, the Pentagon picks the most average Americans it can find - an Army private and a prostitute - and sends them to the year 2505 after a series of freak events. But when they arrive, they find a civilization so dumbed-down that they're the smartest people around.",R,"187,824",31.025,6.5,71.0,66.0,30000000,495303,False,Luke Wilson, Maya Rudolph, Dax Shepard,Adventure, Comedy, Sci-Fi,Mike Judge,,2006,False
tt0780504,Drive,100 min,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",R,"715,461",36.814,7.8,93.0,78.0,15000000,78100000,True,Ryan Gosling, Carey Mulligan, Bryan Cranston,Action, Drama,,Nicolas Winding Refn,,2011,True
tt0110366,The Little Rascals,82 min,"When nine-year-old Alfalfa falls for Darla, his ""He-Man-Woman-Hating"" friends attempt to sabotage their relationship.",PG,"57,147",29.517,6.3,21.0,45.0,0,67308282,True,Travis Tedford, Bug Hall, Brittany Ashton Holmes,Comedy, Family, Romance,Penelope Spheeris,,1994,False
tt1924435,Let's Be Cops,104 min,"Best pals Ryan and Justin are stalled in their respective careers -- a fact that is painfully driven home when they go to a college reunion. Dressed as police in the mistaken belief that they were to attend a costume party, Ryan and Justin find that the uniforms earn them much respect and attention. Although Justin is uncomfortable with the idea, Ryan decides to continue with the charade, putting them both in increasingly dangerous situations. When these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",R,"140,761",36.779,6.4,18.0,30.0,17000000,136600000,True,Jake Johnson, Damon Wayans Jr., Rob Riggle,Action, Comedy, Crime,Luke Greenfield,,2014,False
tt1981677,Pitch Perfect,112 min,"College student Beca knows she does not want to be part of a clique, but that's exactly where she finds herself after arriving at her new school. Thrust in among mean gals, nice gals and just plain weird gals, Beca finds that the only thing they have in common is how well they sing together. She takes the women of the group out of their comfort zone of traditional arrangements and into a world of amazing harmonic combinations in a fight to the top of college music competitions.",PG-13,"333,633",32.77,7.1,82.0,66.0,17000000,115647426,True,Anna Kendrick, Brittany Snow, Rebel Wilson,Comedy, Music, Romance,Jason Moore,,2012,True
tt0099253,Child's Play 2,84 min,"Chucky is reconstructed by a toy factory to dispel the negative publicity surrounding the doll, and tracks young Andy Barclay to a foster home where the chase begins again.",R,"58,546",36.776,5.9,44.0,37.0,13000000,35763605,True,Alex Vincent, Jenny Agutter, Gerrit Graham,Horror, Thriller,,John Lafia,,1990,False
tt4302938,Kubo and the Two Strings,101 min,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",PG,"139,683",36.773,7.7,97.0,84.0,60000000,76249438,True,Charlize Theron, Art Parkinson, Matthew McConaughey,Animation, Action, Adventure,Travis Knight,,2016,True
tt1392170,The Hunger Games,142 min,"Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",PG-13,"1,014,502",32.995,7.2,84.0,68.0,75000000,694394724,True,Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth,Action, Adventure, Sci-Fi,Gary Ross,,2012,True
tt0322330,Freaky Friday,97 min,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",PG,"155,009",34.509,6.3,88.0,70.0,26000000,160846332,True,Jamie Lee Curtis, Lindsay Lohan, Mark Harmon,Comedy, Family, Fantasy,Mark Waters,,2003,True
tt7550000,Project Power,113 min,"An ex-soldier, a teen and a cop collide in New Orleans as they hunt for the source behind a dangerous new pill that grants users temporary superpowers.",R,"98,813",36.709,6.0,61.0,51.0,0,0,False,Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback,Action, Crime, Sci-Fi,Henry Joost, Ariel Schulman,2020,False
tt3707104,Mine,106 min,"After a failed assassination attempt, a soldier finds himself stranded in the desert. Exposed to the elements, he must survive the dangers of the desert and battle the psychological and physical toll of the treacherous conditions.",Not Rated,"21,694",30.252,5.8,17.0,40.0,0,1600000,True,Armie Hammer, Annabelle Wallis, Tom Cullen,Drama, Thriller, War,Fabio Guaglione, Fabio Resinaro,2016,False
tt2671706,Fences,139 min,"In 1950s Pittsburgh, a frustrated African-American father struggles with the constraints of poverty, racism, and his own inner demons as he tries to raise a family.",PG-13,"119,270",36.643,7.2,92.0,79.0,24000000,64400000,True,Denzel Washington, Viola Davis, Stephen McKinley Henderson,Drama,,,Denzel Washington,,2016,True
tt0865556,The Forbidden Kingdom,104 min,"An American teenager who is obsessed with Hong Kong cinema and kung-fu classics makes an extraordinary discovery in a Chinatown pawnshop: the legendary stick weapon of the Chinese sage and warrior, the Monkey King. With the lost relic in hand, the teenager unexpectedly finds himself travelling back to ancient China to join a crew of warriors from martial arts lore on a dangerous quest to free the imprisoned Monkey King.",PG-13,"110,130",44.498,6.5,63.0,57.0,55000000,127906624,True,Jackie Chan, Jet Li, Michael Angarano,Action, Adventure, Fantasy,Rob Minkoff,,2008,False
tt1477076,Saw 3D,90 min,"As a deadly battle rages over Jigsaw's brutal legacy, a group of Jigsaw survivors gathers to seek the support of self-help guru and fellow survivor Bobby Dagen, a man whose own dark secrets unleash a new wave of terror.",R,"111,188",36.639,5.5,9.0,24.0,20000000,136435701,True,Tobin Bell, Costas Mandylor, Betsy Russell,Horror, Mystery,,Kevin Greutert,,2010,False
tt0277296,The Scorpion King,92 min,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",PG-13,"146,559",36.621,5.5,41.0,45.0,60000000,165333180,True,Dwayne Johnson, Steven Brand, Michael Clarke Duncan,Action, Adventure, Fantasy,Chuck Russell,,2002,False
tt0472033,9,79 min,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",PG-13,"149,063",36.598,7.0,57.0,60.0,30000000,48428063,True,Elijah Wood, Jennifer Connelly, Crispin Glover,Animation, Action, Adventure,Shane Acker,,2009,False
tt0473075,Prince of Persia: The Sands of Time,116 min,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time – gift from the gods that can reverse time and allow its possessor to rule the world.",PG-13,"306,264",38.741,6.6,36.0,50.0,200000000,336365676,True,Jake Gyllenhaal, Gemma Arterton, Ben Kingsley,Action, Adventure, Fantasy,Mike Newell,,2010,False
tt4682266,The New Mutants,94 min,"Five young mutants, just discovering their abilities while held in a secret facility against their will, fight to escape their past sins and save themselves.",PG-13,"92,349",26.5,5.3,36.0,43.0,67000000,49169594,False,Maisie Williams, Anya Taylor-Joy, Charlie Heaton,Action, Horror, Mystery,Josh Boone,,2020,False
tt1029360,Poltergeist,114 min,"A family's suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",PG,"182,038",36.535,7.3,88.0,79.0,35000000,95437994,True,JoBeth Williams, Heather O'Rourke, Craig T. Nelson,Horror, Thriller,,Tobe Hooper,,2015,True
tt1600196,The Drop,106 min,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",R,"163,314",36.526,7.0,89.0,69.0,12600000,19054534,True,Tom Hardy, Noomi Rapace, James Gandolfini,Crime, Drama, Thriller,Michaël R. Roskam,,2014,True
