imdb_id,title,release_year,runtime,genre,overview,director,actors,rated,imdb_votes,popularity,budget,revenue,star_1,star_2,star_3,genre_1,genre_2,genre_3,director_1,director_2
tt8936646,Extraction,2020,116 min,"Action, Crime, Thriller",A hardened gun-for-hire's latest mission becomes a soul-searching race to survive when he's sent into Bangladesh to rescue a drug lord's kidnapped son.,Sam Hargrave,"Chris Hemsworth, Bryon Lerum, Ryder Lerum",R,"267,724",46.939,65000000,0,Chris Hemsworth, Bryon Lerum, Ryder Lerum,Action, Crime, Thriller,Sam Hargrave,
tt2737304,Bird Box,2018,124 min,"Horror, Mystery, Sci-Fi","Five years after an ominous unseen presence drives most of society to suicide, a survivor and her two children make a desperate bid to reach safety.",Susanne Bier,"Sandra Bullock, Trevante Rhodes, John Malkovich",R,"392,201",46.901,19800000,0,Sandra Bullock, Trevante Rhodes, John Malkovich,Horror, Mystery, Sci-Fi,Susanne Bier,
tt0328107,Man on Fire,2004,146 min,"Action, Crime, Drama","Jaded ex-CIA operative John Creasy reluctantly accepts a job as the bodyguard for a 10-year-old girl in Mexico City. They clash at first, but eventually bond, and when she's kidnapped he's consumed by fury and will stop at nothing to save her life.",Tony Scott,"Denzel Washington, Christopher Walken, Dakota Fanning",R,"394,563",46.901,70000000,130300000,Denzel Washington, Christopher Walken, Dakota Fanning,Action, Crime, Drama,Tony Scott,
tt3410834,Allegiant,2016,120 min,"Action, Adventure, Mystery",Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,Robert Schwentke,"Shailene Woodley, Theo James, Jeff Daniels",PG-13,"136,157",46.869,110000000,179246868,Shailene Woodley, Theo James, Jeff Daniels,Action, Adventure, Mystery,Robert Schwentke,
tt0092644,Beverly Hills Cop II,1987,103 min,"Action, Comedy, Crime","Axel Foley returns to the land of sunshine and palm trees to investigate the near-fatal shooting of police Captain Andrew Bogomil. With the help of Sgt. Taggart and Det. Rosewood, they soon uncover that the shooting is associated with a series of ""alphabet"" robberies masterminded by a heartless weapons kingpin—and the chase is on.",Tony Scott,"Eddie Murphy, Judge Reinhold, Jürgen Prochnow",R,"139,487",46.823,28000000,299965036,Eddie Murphy, Judge Reinhold, Jürgen Prochnow,Action, Comedy, Crime,Tony Scott,
tt2557478,Pacific Rim: Uprising,2018,111 min,"Action, Adventure, Sci-Fi","It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",Steven S. DeKnight,"John Boyega, Scott Eastwood, Cailee Spaeny",PG-13,"129,023",46.735,150000000,290061297,John Boyega, Scott Eastwood, Cailee Spaeny,Action, Adventure, Sci-Fi,Steven S. DeKnight,
tt0333780,"Legally Blonde 2: Red, White & Blonde",2003,95 min,Comedy,"Now a rising young lawyer, Elle Woods is about to make partner at her firm, but when she finds out her dog's relatives are being used as cosmetic test subjects, she heads to Washington D.C. to fight for animal rights.",Charles Herman-Wurmfeld,"Reese Witherspoon, Sally Field, Bob Newhart",PG-13,"73,713",46.706,45000000,124914842,Reese Witherspoon, Sally Field, Bob Newhart,Comedy,,,Charles Herman-Wurmfeld,
tt9784456,The Kissing Booth 2,2020,134 min,"Comedy, Romance","With college decisions looming, Elle juggles her long-distance romance with Noah, changing relationship with bestie Lee and feelings for a new classmate.",Vince Marcello,"Joey King, Joel Courtney, Jacob Elordi",TV-14,"38,921",46.7,0,0,Joey King, Joel Courtney, Jacob Elordi,Comedy, Romance,,Vince Marcello,
tt0082198,Conan the Barbarian,1982,129 min,"Action, Adventure, Fantasy","A horde of rampaging warriors massacre the parents of young Conan and enslave the young child for years on The Wheel of Pain. As the sole survivor of the childhood massacre, Conan is released from slavery and taught the ancient arts of fighting. Transforming himself into a killing machine, Conan travels into the wilderness to seek vengeance on Thulsa Doom, the man responsible for killing his family. In the wilderness, Conan takes up with the thieves Valeria and Subotai. The group comes upon King Osric, who wants the trio of warriors to help rescue his daughter who has joined Doom in the hills.",John Milius,"Arnold Schwarzenegger, James Earl Jones, Max von Sydow",R,"164,345",46.666,20000000,74000000,Arnold Schwarzenegger, James Earl Jones, Max von Sydow,Action, Adventure, Fantasy,John Milius,
tt0052618,Ben-Hur,1959,212 min,"Adventure, Drama","In 25 AD, Judah Ben-Hur, a Jew in ancient Judea, opposes the occupying Roman empire.  Falsely accused by a Roman childhood friend-turned-overlord of trying to kill the Roman governor, he is put into slavery and his mother and sister are taken away as prisoners.",William Wyler,"Charlton Heston, Jack Hawkins, Stephen Boyd",G,"255,980",46.666,15000000,164000000,Charlton Heston, Jack Hawkins, Stephen Boyd,Adventure, Drama,,William Wyler,
tt0499448,The Chronicles of Narnia: Prince Caspian,2008,150 min,"Action, Adventure, Family","One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",Andrew Adamson,"Ben Barnes, Skandar Keynes, Georgie Henley",PG,"227,566",46.622,225000000,419665568,Ben Barnes, Skandar Keynes, Georgie Henley,Action, Adventure, Family,Andrew Adamson,
tt7985704,Operation Fortune: Ruse de Guerre,2023,114 min,"Action, Comedy, Thriller",Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,Guy Ritchie,"Jason Statham, Aubrey Plaza, Cary Elwes",R,"92,118",46.516,50000000,37800000,Jason Statham, Aubrey Plaza, Cary Elwes,Action, Comedy, Thriller,Guy Ritchie,
tt4438848,Neighbors 2: Sorority Rising,2016,92 min,Comedy,A sorority moves in next door to the home of Mac and Kelly Radner who have a young child. The Radner's enlist their former nemeses from the fraternity to help battle the raucous sisters.,Nicholas Stoller,"Seth Rogen, Rose Byrne, Zac Efron",R,"131,587",46.438,35000000,108800000,Seth Rogen, Rose Byrne, Zac Efron,Comedy,,,Nicholas Stoller,
tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,92 min,"Animation, Adventure, Comedy","Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.","Paul Tibbitt, Mike Mitchell","Tom Kenny, Antonio Banderas, Bill Fagerbakke",PG,"62,133",46.38,74000000,311594032,Tom Kenny, Antonio Banderas, Bill Fagerbakke,Animation, Adventure, Comedy,Paul Tibbitt, Mike Mitchell
tt0067992,Willy Wonka & the Chocolate Factory,1971,100 min,"Adventure, Comedy, Family","When eccentric candy man Willy Wonka promises a lifetime supply of sweets and a tour of his chocolate factory to five lucky kids, penniless Charlie Bucket seeks the golden ticket that will make him a winner.",Mel Stuart,"Gene Wilder, Jack Albertson, Peter Ostrum",G,"230,419",46.248,3000000,4000000,Gene Wilder, Jack Albertson, Peter Ostrum,Adventure, Comedy, Family,Mel Stuart,
tt0165982,Sinbad: Legend of the Seven Seas,2003,86 min,"Animation, Adventure, Comedy","The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.","Patrick Gilmore, Tim Johnson","Brad Pitt, Catherine Zeta-Jones, Joseph Fiennes",PG,"60,185",46.223,60000000,80767884,Brad Pitt, Catherine Zeta-Jones, Joseph Fiennes,Animation, Adventure, Comedy,Patrick Gilmore, Tim Johnson
tt3861390,Dumbo,2019,64 min,"Animation, Adventure, Drama","A young elephant, whose oversized ears enable him to fly, helps save a struggling circus, but when the circus plans a new venture, Dumbo and his friends discover dark secrets beneath its shiny veneer.","Samuel Armstrong, Norman Ferguson, Wilfred Jackson","Sterling Holloway, Edward Brophy, Herman Bing",G,"143,368",46.217,170000000,353284621,Sterling Holloway, Edward Brophy, Herman Bing,Animation, Adventure, Drama,Samuel Armstrong," Norman Ferguson, Wilfred Jackson"
tt0100814,Tremors,1990,96 min,"Comedy, Horror","Val McKee and Earl Bassett are in a fight for their lives when they discover that their desolate town has been infested with gigantic, man-eating creatures that live below the ground.",Ron Underwood,"Kevin Bacon, Fred Ward, Finn Carter",PG-13,"152,812",46.194,11000000,48572000,Kevin Bacon, Fred Ward, Finn Carter,Comedy, Horror,,Ron Underwood,
tt0367027,Shortbus,2006,101 min,"Comedy, Drama, Romance","In post-9/11 New York City, an eclectic group of citizens find their lives entangled, personally, romantically, and sexually, at Shortbus, an underground Brooklyn salon infamous for its blend of art, music, politics, and carnality.",John Cameron Mitchell,"Sook-Yin Lee, Peter Stickles, PJ DeBoy",Not Rated,"35,652",46.183,2000000,5557564,Sook-Yin Lee, Peter Stickles, PJ DeBoy,Comedy, Drama, Romance,John Cameron Mitchell,
tt1951261,The Hangover Part III,2013,100 min,"Comedy, Crime","This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.",Todd Phillips,"Bradley Cooper, Zach Galifianakis, Ed Helms",R,"339,221",46.166,103000000,362000072,Bradley Cooper, Zach Galifianakis, Ed Helms,Comedy, Crime,,Todd Phillips,
tt0066921,A Clockwork Orange,1971,136 min,"Crime, Sci-Fi","In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",Stanley Kubrick,"Malcolm McDowell, Patrick Magee, Michael Bates",R,"890,027",46.126,2200000,27033812,Malcolm McDowell, Patrick Magee, Michael Bates,Crime, Sci-Fi,,Stanley Kubrick,
tt0407887,The Departed,2006,151 min,"Crime, Drama, Thriller","To take down South Boston's Irish Mafia, the police send in one of their own to infiltrate the underworld, not realizing the syndicate has done likewise. While an undercover cop curries favor with the mob kingpin, a career criminal rises through the police ranks. But both sides soon discover there's a mole among them.",Martin Scorsese,"Leonardo DiCaprio, Matt Damon, Jack Nicholson",R,"1,437,966",46.071,90000000,291465000,Leonardo DiCaprio, Matt Damon, Jack Nicholson,Crime, Drama, Thriller,Martin Scorsese,
tt0949731,The Happening,2008,91 min,"Adventure, Drama, Sci-Fi","When a deadly airborne virus threatens to wipe out the northeastern United States, teacher Elliott Moore and his wife Alma flee from contaminated cities into the countryside in a fight to discover the truth. Is it terrorism, the accidental release of some toxic military bio weapon -- or something even more sinister?",M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo",R,"218,709",46.004,60000000,163403799,Mark Wahlberg, Zooey Deschanel, John Leguizamo,Adventure, Drama, Sci-Fi,M. Night Shyamalan,
tt0144120,Bride of Chucky,1998,89 min,"Comedy, Horror, Thriller","Chucky is reborn when his old flame, Tiffany, rescues his battered doll parts from a police impound.",Ronny Yu,"Jennifer Tilly, Brad Dourif, Katherine Heigl",R,"65,205",45.844,25000000,50671850,Jennifer Tilly, Brad Dourif, Katherine Heigl,Comedy, Horror, Thriller,Ronny Yu,
tt0147800,10 Things I Hate About You,1999,97 min,"Comedy, Drama, Romance","On the first day at his new school, Cameron instantly falls for Bianca, the gorgeous girl of his dreams. The only problem is that Bianca is forbidden to date until her ill-tempered, completely un-dateable older sister Kat goes out, too. In an attempt to solve his problem, Cameron singles out the only guy who could possibly be a match for Kat: a mysterious bad boy with a nasty reputation of his own.",Gil Junger,"Heath Ledger, Julia Stiles, Joseph Gordon-Levitt",PG-13,"394,006",45.792,16000000,53478166,Heath Ledger, Julia Stiles, Joseph Gordon-Levitt,Comedy, Drama, Romance,Gil Junger,
tt13238346,Past Lives,2023,105 min,"Drama, Romance","Nora and Hae Sung, two childhood friends, are reunited in New York for one fateful week as they confront notions of destiny, love, and the choices that make a life.",Celine Song,"Greta Lee, Teo Yoo, John Magaro",PG-13,"128,725",45.693,12000000,28126646,Greta Lee, Teo Yoo, John Magaro,Drama, Romance,,Celine Song,
tt4276820,The Founder,2016,115 min,"Biography, Drama","The true story of how Ray Kroc, a salesman from Illinois, met Mac and Dick McDonald, who were running a burger operation in 1950s Southern California. Kroc was impressed by the brothers’ speedy system of making the food and saw franchise potential. He maneuvered himself into a position to be able to pull the company from the brothers and create a billion-dollar empire.",John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch",PG-13,"182,235",45.685,15000000,24121245,Michael Keaton, Nick Offerman, John Carroll Lynch,Biography, Drama,,John Lee Hancock,
tt0162222,Cast Away,2000,143 min,"Adventure, Drama, Romance","Chuck Nolan, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",Robert Zemeckis,"Tom Hanks, Helen Hunt, Paul Sanchez",PG-13,"646,218",45.636,90000000,429632142,Tom Hanks, Helen Hunt, Paul Sanchez,Adventure, Drama, Romance,Robert Zemeckis,
tt0079817,Rocky II,1979,119 min,"Drama, Sport","After Rocky goes the distance with champ Apollo Creed, both try to put the fight behind them and move on. Rocky settles down with Adrian but can't put his life together outside the ring, while Creed seeks a rematch to restore his reputation. Soon enough, the ""Master of Disaster"" and the ""Italian Stallion"" are set on a collision course for a climactic battle that is brutal and unforgettable.",Sylvester Stallone,"Sylvester Stallone, Talia Shire, Burt Young",PG,"233,764",45.634,7000000,85200000,Sylvester Stallone, Talia Shire, Burt Young,Drama, Sport,,Sylvester Stallone,
tt1659337,The Perks of Being a Wallflower,2012,103 min,Drama,"Pittsburgh, Pennsylvania, 1991. High school freshman Charlie is a wallflower, always watching life from the sidelines, until two senior students, Sam and her stepbrother Patrick, become his mentors, helping him discover the joys of friendship, music and love.",Stephen Chbosky,"Logan Lerman, Emma Watson, Ezra Miller",PG-13,"553,790",45.622,13000000,33384127,Logan Lerman, Emma Watson, Ezra Miller,Drama,,,Stephen Chbosky,
tt0091369,Labyrinth,1986,101 min,"Adventure, Family, Fantasy","When teen Sarah is forced to babysit her half-brother Toby, she summons Jareth the Goblin King to take him away. When he is actually kidnapped, Sarah is given just thirteen hours to solve a labyrinth and rescue him.",Jim Henson,"David Bowie, Jennifer Connelly, Toby Froud",PG,"151,762",45.583,25000000,12729917,David Bowie, Jennifer Connelly, Toby Froud,Adventure, Family, Fantasy,Jim Henson,
tt5580036,"I, Tonya",2017,119 min,"Biography, Comedy, Drama","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",Craig Gillespie,"Margot Robbie, Sebastian Stan, Allison Janney",R,"246,297",45.476,11000000,53900000,Margot Robbie, Sebastian Stan, Allison Janney,Biography, Comedy, Drama,Craig Gillespie,
tt8912936,DC League of Super-Pets,2022,105 min,"Animation, Action, Adventure","When Superman and the rest of the Justice League are kidnapped, Krypto the Super-Dog must convince a rag-tag shelter pack - Ace the hound, PB the potbellied pig, Merton the turtle and Chip the squirrel - to master their own newfound powers and help him rescue the superheroes.","Jared Stern, Sam J. Levine","Dwayne Johnson, Kevin Hart, Kate McKinnon",PG,"76,591",45.454,90000000,203000000,Dwayne Johnson, Kevin Hart, Kate McKinnon,Animation, Action, Adventure,Jared Stern, Sam J. Levine
tt1670345,Now You See Me,2013,115 min,"Crime, Mystery, Thriller",An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances and reward their audiences with the money.,Louis Leterrier,"Jesse Eisenberg, Common, Mark Ruffalo",PG-13,"716,950",45.447,75000000,351700000,Jesse Eisenberg, Common, Mark Ruffalo,Crime, Mystery, Thriller,Louis Leterrier,
tt5635026,Peter Pan & Wendy,2023,77 min,"Animation, Adventure, Family","Wendy Darling, a young girl afraid to leave her childhood home behind, meets Peter Pan, a boy who refuses to grow up. Alongside her brothers and a tiny fairy, Tinker Bell, she travels with Peter to the magical world of Neverland. There, she encounters an evil pirate captain, Captain Hook, and embarks on a thrilling adventure that will change her life forever.","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Bobby Driscoll, Kathryn Beaumont, Hans Conried",G,"154,979",45.42,0,0,Bobby Driscoll, Kathryn Beaumont, Hans Conried,Animation, Adventure, Family,Clyde Geronimi," Wilfred Jackson, Hamilton Luske"
tt0358082,Robots,2005,91 min,"Animation, Adventure, Comedy","Rodney Copperbottom is a young robot inventor who dreams of making the world a better place, until the evil Ratchet takes over Big Weld Industries. Now, Rodney's dreams – and those of his friends – are in danger of becoming obsolete.","Chris Wedge, Carlos Saldanha","Ewan McGregor, Halle Berry, Mel Brooks",PG,"163,938",45.397,75000000,262511490,Ewan McGregor, Halle Berry, Mel Brooks,Animation, Adventure, Comedy,Chris Wedge, Carlos Saldanha
tt1302006,The Irishman,2019,209 min,"Biography, Crime, Drama","Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci",R,"437,389",45.347,159000000,968853,Robert De Niro, Al Pacino, Joe Pesci,Biography, Crime, Drama,Martin Scorsese,
tt1327194,The Lucky One,2012,101 min,"Drama, Mystery, Romance",A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,Scott Hicks,"Zac Efron, Taylor Schilling, Blythe Danner",PG-13,"114,495",45.314,25000000,99400000,Zac Efron, Taylor Schilling, Blythe Danner,Drama, Mystery, Romance,Scott Hicks,
tt0117705,Space Jam,1996,88 min,"Animation, Adventure, Comedy","With their freedom on the line, the Looney Tunes seek the help of NBA superstar Michael Jordon to win a basketball game against a team of moronic aliens.",Joe Pytka,"Michael Jordan, Wayne Knight, Theresa Randle",PG,"216,175",45.264,80000000,250200000,Michael Jordan, Wayne Knight, Theresa Randle,Animation, Adventure, Comedy,Joe Pytka,
tt0095705,The Naked Gun: From the Files of Police Squad!,1988,85 min,"Comedy, Crime","When the incompetent Lieutenant Frank Drebin seeks the ruthless killer of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth II.",David Zucker,"Leslie Nielsen, Priscilla Presley, O.J. Simpson",PG-13,"187,602",45.236,12000000,152356177,Leslie Nielsen, Priscilla Presley, O.J. Simpson,Comedy, Crime,,David Zucker,
tt2023587,Mama,2013,100 min,"Fantasy, Horror, Thriller","Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",Andy Muschietti,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier",PG-13,"192,713",45.209,15000000,146497771,Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier,Fantasy, Horror, Thriller,Andy Muschietti,
tt0482571,The Prestige,2006,130 min,"Drama, Mystery, Sci-Fi","A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",Christopher Nolan,"Christian Bale, Hugh Jackman, Scarlett Johansson",PG-13,"1,463,459",45.157,40000000,109676311,Christian Bale, Hugh Jackman, Scarlett Johansson,Drama, Mystery, Sci-Fi,Christopher Nolan,
tt0306047,Scary Movie 3,2003,84 min,Comedy,"In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",David Zucker,"Anna Faris, Charlie Sheen, Regina Hall",PG-13,"159,901",45.147,48000000,220673217,Anna Faris, Charlie Sheen, Regina Hall,Comedy,,,David Zucker,
tt1502407,Halloween,2018,91 min,"Horror, Thriller","Laurie Strode comes to her final confrontation with Michael Myers, the masked figure who has haunted her since she narrowly escaped his killing spree on Halloween night four decades ago.",John Carpenter,"Donald Pleasence, Jamie Lee Curtis, Tony Moran",R,"310,620",45.135,10000000,259939869,Donald Pleasence, Jamie Lee Curtis, Tony Moran,Horror, Thriller,,John Carpenter,
tt1843866,Captain America: The Winter Soldier,2014,136 min,"Action, Adventure, Sci-Fi","After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.","Anthony Russo, Joe Russo","Chris Evans, Samuel L. Jackson, Scarlett Johansson",PG-13,"909,341",45.026,170000000,714766572,Chris Evans, Samuel L. Jackson, Scarlett Johansson,Action, Adventure, Sci-Fi,Anthony Russo, Joe Russo
tt0046183,Peter Pan,1953,77 min,"Animation, Adventure, Family","Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Bobby Driscoll, Kathryn Beaumont, Hans Conried",G,"154,979",45.025,4000000,87400000,Bobby Driscoll, Kathryn Beaumont, Hans Conried,Animation, Adventure, Family,Clyde Geronimi," Wilfred Jackson, Hamilton Luske"
tt5013056,Dunkirk,2017,106 min,"Action, Drama, History","The story of the miraculous evacuation of Allied soldiers from Belgium, Britain, Canada and France, who were cut off and surrounded by the German army from the beaches and harbour of Dunkirk between May 26th and June 4th 1940 during World War II.",Christopher Nolan,"Fionn Whitehead, Barry Keoghan, Mark Rylance",PG-13,"749,357",45.023,150000000,527000000,Fionn Whitehead, Barry Keoghan, Mark Rylance,Action, Drama, History,Christopher Nolan,
tt11125620,The Addams Family 2,2021,93 min,"Animation, Adventure, Comedy",The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,"Conrad Vernon, Greg Tiernan, Laura Brousseau","Oscar Isaac, Charlize Theron, Chloë Grace Moretz",PG,"15,848",44.976,0,119815153,Oscar Isaac, Charlize Theron, Chloë Grace Moretz,Animation, Adventure, Comedy,Conrad Vernon," Greg Tiernan, Laura Brousseau"
tt3416828,Ice Age: Collision Course,2016,94 min,"Animation, Adventure, Comedy","Set after the events of Continental Drift, Scrat's epic pursuit of his elusive acorn catapults him outside of Earth, where he accidentally sets off a series of cosmic events that transform and threaten the planet. To save themselves from peril, Manny, Sid, Diego, and the rest of the herd leave their home and embark on a quest full of thrills and spills, highs and lows, laughter and adventure while traveling to exotic new lands and locations.","Michael Thurmeier, Galen T. Chu","Ray Romano, Denis Leary, John Leguizamo",PG,"76,901",44.964,105000000,408579038,Ray Romano, Denis Leary, John Leguizamo,Animation, Adventure, Comedy,Michael Thurmeier, Galen T. Chu
tt3717490,Power Rangers,2017,124 min,"Action, Adventure, Fantasy","Five ordinary teens must become something extraordinary when they learn that their small town of Angel Grove — and the world — is on the verge of being obliterated by an alien threat. Chosen by destiny, our heroes quickly discover they are the only ones who can save the planet. But to do so, they will have to overcome their real-life issues and before it’s too late, band together as the Power Rangers.",Dean Israelite,"Dacre Montgomery, Naomi Scott, RJ Cyler",PG-13,"114,594",44.891,105000000,142300000,Dacre Montgomery, Naomi Scott, RJ Cyler,Action, Adventure, Fantasy,Dean Israelite,
tt1077368,Dark Shadows,2012,113 min,"Comedy, Fantasy, Horror",Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,Tim Burton,"Johnny Depp, Michelle Pfeiffer, Eva Green",PG-13,"282,503",44.888,150000000,245527149,Johnny Depp, Michelle Pfeiffer, Eva Green,Comedy, Fantasy, Horror,Tim Burton,
tt2798920,Annihilation,2018,115 min,"Adventure, Drama, Horror","A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",Alex Garland,"Natalie Portman, Jennifer Jason Leigh, Tessa Thompson",R,"367,273",44.883,40000000,43070915,Natalie Portman, Jennifer Jason Leigh, Tessa Thompson,Adventure, Drama, Horror,Alex Garland,
tt0081505,The Shining,1980,146 min,"Drama, Horror","Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd",R,"1,121,371",44.865,19000000,44781695,Jack Nicholson, Shelley Duvall, Danny Lloyd,Drama, Horror,,Stanley Kubrick,
tt0056592,To Kill a Mockingbird,1962,129 min,"Crime, Drama","Scout Finch, 6, and her older brother Jem live in sleepy Maycomb, Alabama, spending much of their time with their friend Dill and spying on their reclusive and mysterious neighbor, Boo Radley. When Atticus, their widowed father and a respected lawyer, defends a black man named Tom Robinson against fabricated rape charges, the trial and tangent events expose the children to evils of racism and stereotyping.",Robert Mulligan,"Gregory Peck, John Megna, Frank Overton",Approved,"335,528",44.849,2000000,13129846,Gregory Peck, John Megna, Frank Overton,Crime, Drama,,Robert Mulligan,
tt0328880,Brother Bear,2003,85 min,"Animation, Adventure, Comedy","When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.","Aaron Blaise, Robert Walker","Joaquin Phoenix, Jeremy Suarez, Rick Moranis",G,"125,599",44.825,128000000,250397798,Joaquin Phoenix, Jeremy Suarez, Rick Moranis,Animation, Adventure, Comedy,Aaron Blaise, Robert Walker
tt0101540,Cape Fear,1991,128 min,"Crime, Thriller","Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? 14 years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",Martin Scorsese,"Robert De Niro, Nick Nolte, Jessica Lange",R,"219,614",44.824,35000000,182300000,Robert De Niro, Nick Nolte, Jessica Lange,Crime, Thriller,,Martin Scorsese,
tt6723592,Tenet,2020,150 min,"Action, Sci-Fi, Thriller","Armed with only one word - Tenet - and fighting for the survival of the entire world, the Protagonist journeys through a twilight world of international espionage on a mission that will unfold in something beyond real time.",Christopher Nolan,"John David Washington, Robert Pattinson, Elizabeth Debicki",PG-13,"603,200",44.77,205000000,365304105,John David Washington, Robert Pattinson, Elizabeth Debicki,Action, Sci-Fi, Thriller,Christopher Nolan,
tt0187738,Blade II,2002,117 min,"Action, Horror, Sci-Fi","A rare mutation has occurred within the vampire community - The Reaper. A vampire so consumed with an insatiable bloodlust that they prey on vampires as well as humans, transforming victims who are unlucky enough to survive into Reapers themselves. Blade is asked by the Vampire Nation for his help in preventing a nightmare plague that would wipe out both humans and vampires.",Guillermo del Toro,"Wesley Snipes, Kris Kristofferson, Ron Perlman",R,"237,944",44.739,54000000,155010032,Wesley Snipes, Kris Kristofferson, Ron Perlman,Action, Horror, Sci-Fi,Guillermo del Toro,
