imdb_id,title,release_year,runtime,genre,overview,director,actors,rated,imdb_votes,popularity,budget,revenue,star_1,star_2,star_3,genre_1,genre_2,genre_3,director_1,director_2
tt0363547,Dawn of the Dead,2004,101 min,"Action, Horror","A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.",Zack Snyder,"Sarah Polley, Ving Rhames, Mekhi Phifer",R,"275,342",42.366,26000000,102278712,Sarah Polley, Ving Rhames, Mekhi Phifer,Action, Horror,,Zack Snyder,
tt0401855,Underworld: Evolution,2006,106 min,"Action, Fantasy, Thriller","As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",Len Wiseman,"Kate Beckinsale, Scott Speedman, Bill Nighy",R,"210,571",42.352,50000000,111476513,Kate Beckinsale, Scott Speedman, Bill Nighy,Action, Fantasy, Thriller,Len Wiseman,
tt0069768,Battle for the Planet of the Apes,1973,93 min,"Action, Sci-Fi","The fifth and final episode in the Planet of the Apes series. After the collapse of human civilization, a community of intelligent apes led by Caesar lives in harmony with a group of humans. Gorilla General Aldo tries to cause an ape civil war and a community of human mutants who live beneath a destroyed city try to conquer those whom they perceive as enemies. All leading to the finale.",J. Lee Thompson,"Roddy McDowall, Claude Akins, Natalie Trundy",G,"35,496",42.335,1700000,8844595,Roddy McDowall, Claude Akins, Natalie Trundy,Action, Sci-Fi,,J. Lee Thompson,
tt0448011,Knowing,2009,121 min,"Action, Mystery, Sci-Fi",A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne",PG-13,"249,932",42.308,50000000,155446362,Nicolas Cage, Chandler Canterbury, Rose Byrne,Action, Mystery, Sci-Fi,Alex Proyas,
tt0267913,Scooby-Doo,2002,86 min,"Adventure, Comedy, Family","When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",Raja Gosnell,"Matthew Lillard, Freddie Prinze Jr., Sarah Michelle Gellar",PG,"127,433",42.306,84000000,275650703,Matthew Lillard, Freddie Prinze Jr., Sarah Michelle Gellar,Adventure, Comedy, Family,Raja Gosnell,
tt0758758,Into the Wild,2007,148 min,"Adventure, Biography, Drama","After graduating from Emory University in 1992, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity, and hitchhikes to Alaska to live in the wilderness.",Sean Penn,"Emile Hirsch, Vince Vaughn, Catherine Keener",R,"663,062",42.302,15000000,56255142,Emile Hirsch, Vince Vaughn, Catherine Keener,Adventure, Biography, Drama,Sean Penn,
tt2388715,Oculus,2013,104 min,"Horror, Mystery, Thriller",A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,Mike Flanagan,"Karen Gillan, Brenton Thwaites, Katee Sackhoff",R,"141,133",42.286,5000000,44459951,Karen Gillan, Brenton Thwaites, Katee Sackhoff,Horror, Mystery, Thriller,Mike Flanagan,
tt10731256,Don't Worry Darling,2022,123 min,"Drama, Mystery, Thriller","Alice and Jack are lucky to be living in the idealized community of Victory, the experimental company town housing the men who work for the top-secret Victory Project and their families. But when cracks in their idyllic life begin to appear, exposing flashes of something much more sinister lurking beneath the attractive façade, Alice can’t help questioning exactly what they’re doing in Victory, and why.",Olivia Wilde,"Florence Pugh, Harry Styles, Chris Pine",R,"152,851",42.254,35000000,86700000,Florence Pugh, Harry Styles, Chris Pine,Drama, Mystery, Thriller,Olivia Wilde,
tt0320691,Underworld,2003,121 min,"Action, Fantasy, Thriller","Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",Len Wiseman,"Kate Beckinsale, Scott Speedman, Shane Brolly",R,"287,598",42.225,22000000,95708457,Kate Beckinsale, Scott Speedman, Shane Brolly,Action, Fantasy, Thriller,Len Wiseman,
tt0414982,Final Destination 3,2006,93 min,"Horror, Thriller","A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",James Wong,"Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche",R,"156,188",42.219,25000000,118900000,Mary Elizabeth Winstead, Ryan Merriman, Kris Lemche,Horror, Thriller,,James Wong,
tt0116629,Independence Day,1996,145 min,"Action, Adventure, Sci-Fi","Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances.",Roland Emmerich,"Will Smith, Bill Pullman, Jeff Goldblum",PG-13,"613,614",42.21,75000000,817400891,Will Smith, Bill Pullman, Jeff Goldblum,Action, Adventure, Sci-Fi,Roland Emmerich,
tt12873562,The Invitation,2022,100 min,"Drama, Horror, Mystery","After the death of her mother, Evie is approached by an unknown cousin who invites her to a lavish wedding in the English countryside. Soon, she realizes a gothic conspiracy is afoot and must fight for survival as she uncovers twisted secrets in her family’s history.",Karyn Kusama,"Logan Marshall-Green, Emayatzy Corinealdi, Michiel Huisman",Not Rated,"120,257",42.197,10000000,33628000,Logan Marshall-Green, Emayatzy Corinealdi, Michiel Huisman,Drama, Horror, Mystery,Karyn Kusama,
tt0398165,The Longest Yard,2005,113 min,"Comedy, Crime, Sport","Disgraced pro football quarterback Paul Crewe lands in a Texas federal penitentiary, where manipulative Warden Hazen recruits him to advise the institution's football team of prison guards. Crewe suggests a tune-up game which lands him quarterbacking a crew of inmates in a game against the guards. Aided by incarcerated ex-NFL coach and player Nate Scarborough, Crewe and his team must overcome not only the bloodthirstiness of the opposition, but also the corrupt warden trying to fix the game against them.",Peter Segal,"Adam Sandler, Burt Reynolds, Chris Rock",PG-13,"197,420",42.169,82000000,190300000,Adam Sandler, Burt Reynolds, Chris Rock,Comedy, Crime, Sport,Peter Segal,
tt0446029,Scott Pilgrim vs. the World,2010,112 min,"Action, Comedy, Fantasy","As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin",PG-13,"469,783",42.039,85000000,51691156,Michael Cera, Mary Elizabeth Winstead, Kieran Culkin,Action, Comedy, Fantasy,Edgar Wright,
tt0170016,How the Grinch Stole Christmas,2000,104 min,"Comedy, Family, Fantasy",The Grinch decides to rob Whoville of Christmas - but a dash of kindness from little Cindy Lou Who and her family may be enough to melt his heart...,Ron Howard,"Jim Carrey, Taylor Momsen, Kelley",PG,"293,851",41.966,123000000,345800000,Jim Carrey, Taylor Momsen, Kelley,Comedy, Family, Fantasy,Ron Howard,
tt1620981,The Addams Family,2019,99 min,"Comedy, Fantasy","The Addams family's lives begin to unravel when they face-off against a treacherous, greedy crafty reality-TV host while also preparing for their extended family to arrive for a major celebration.",Barry Sonnenfeld,"Anjelica Huston, Raul Julia, Christopher Lloyd",PG-13,"182,025",41.952,40000000,204394183,Anjelica Huston, Raul Julia, Christopher Lloyd,Comedy, Fantasy,,Barry Sonnenfeld,
tt0461770,Enchanted,2007,107 min,"Animation, Adventure, Comedy","The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",Kevin Lima,"Amy Adams, Susan Sarandon, James Marsden",PG,"219,092",41.923,85000000,340487652,Amy Adams, Susan Sarandon, James Marsden,Animation, Adventure, Comedy,Kevin Lima,
tt12004038,Watcher,2022,96 min,"Drama, Thriller","As a serial killer stalks the city, Julia — a young actress who just moved to town with her husband — notices a mysterious stranger watching her from across the street.",Chloe Okuno,"Maika Monroe, Karl Glusman, Burn Gorman",R,"46,324",41.874,5000000,2543216,Maika Monroe, Karl Glusman, Burn Gorman,Drama, Thriller,,Chloe Okuno,
tt0107290,Jurassic Park,1993,127 min,"Action, Adventure, Sci-Fi","A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.",Steven Spielberg,"Sam Neill, Laura Dern, Jeff Goldblum",PG-13,"1,080,967",41.874,63000000,920100000,Sam Neill, Laura Dern, Jeff Goldblum,Action, Adventure, Sci-Fi,Steven Spielberg,
tt5719748,Cold Pursuit,2019,119 min,"Action, Comedy, Crime","The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",Hans Petter Moland,"Liam Neeson, Laura Dern, Micheál Neeson",R,"79,046",41.845,60000000,76419755,Liam Neeson, Laura Dern, Micheál Neeson,Action, Comedy, Crime,Hans Petter Moland,
tt0120794,The Prince of Egypt,1998,99 min,"Animation, Adventure, Drama","The strong bond between two brothers is challenged when their chosen responsibilities set them at odds, with extraordinary consequences.","Brenda Chapman, Steve Hickner, Simon Wells","Val Kilmer, Ralph Fiennes, Michelle Pfeiffer",PG,"148,168",41.811,70000000,218613188,Val Kilmer, Ralph Fiennes, Michelle Pfeiffer,Animation, Adventure, Drama,Brenda Chapman," Steve Hickner, Simon Wells"
tt7991608,Red Notice,2021,118 min,"Action, Comedy, Thriller","An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",Rawson Marshall Thurber,"Dwayne Johnson, Ryan Reynolds, Gal Gadot",PG-13,"323,788",41.802,160000000,178143,Dwayne Johnson, Ryan Reynolds, Gal Gadot,Action, Comedy, Thriller,Rawson Marshall Thurber,
tt0053285,Sleeping Beauty,1959,75 min,"Animation, Adventure, Family","A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.","Les Clark, Clyde Geronimi, Eric Larson","Mary Costa, Bill Shirley, Eleanor Audley",G,"162,674",41.793,6000000,51600000,Mary Costa, Bill Shirley, Eleanor Audley,Animation, Adventure, Family,Les Clark," Clyde Geronimi, Eric Larson"
tt1392170,The Hunger Games,2012,142 min,"Action, Adventure, Sci-Fi","Every year in the ruins of what was once North America, the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games.  Part twisted entertainment, part government intimidation tactic, the Hunger Games are a nationally televised event in which “Tributes” must fight with one another until one survivor remains.  Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy.  If she’s ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. The world will be watching.",Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",PG-13,"1,014,502",41.609,75000000,694394724,Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth,Action, Adventure, Sci-Fi,Gary Ross,
tt2274648,Hellboy,2019,122 min,"Action, Adventure, Fantasy","Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",Guillermo del Toro,"Ron Perlman, Doug Jones, Selma Blair",PG-13,"353,976",41.536,50000000,55065289,Ron Perlman, Doug Jones, Selma Blair,Action, Adventure, Fantasy,Guillermo del Toro,
tt2343793,Third Person,2014,137 min,"Drama, Romance","An acclaimed novelist struggles to write an analysis of love in one of three stories, each set in a different city, that detail the beginning, middle and end of a relationship.",Paul Haggis,"Liam Neeson, Mila Kunis, Adrien Brody",R,"29,489",41.51,28000000,1749201,Liam Neeson, Mila Kunis, Adrien Brody,Drama, Romance,,Paul Haggis,
tt1232829,21 Jump Street,2012,109 min,"Action, Comedy, Crime","When cops Schmidt and Jenko join the secret Jump Street unit, they use their youthful appearances to go under cover as high-school students. They trade in their guns and badges for backpacks, and set out to shut down a dangerous drug ring. But, as time goes on, Schmidt and Jenko discover that high school is nothing like it was just a few years earlier -- and, what's more, they must again confront the teenage terror and anxiety they thought they had left behind.","Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Ice Cube",R,"605,338",41.495,42000000,201585328,Jonah Hill, Channing Tatum, Ice Cube,Action, Comedy, Crime,Phil Lord, Christopher Miller
tt1144884,The Final Destination,2009,82 min,"Horror, Thriller","After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",David R. Ellis,"Nick Zano, Krista Allen, Andrew Fiscella",R,"116,983",41.469,40000000,186200000,Nick Zano, Krista Allen, Andrew Fiscella,Horror, Thriller,,David R. Ellis,
tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112 min,"Action, Adventure, Comedy","After supervillain Shredder escapes custody, he joins forces with mad scientist Baxter Stockman and two dimwitted henchmen, Bebop and Rocksteady, to unleash a diabolical plan to take over the world. As the Turtles prepare to take on Shredder and his new crew, they find themselves facing an even greater evil with similar intentions: the notorious Krang.",Dave Green,"Megan Fox, Will Arnett, Tyler Perry",PG-13,"100,823",41.461,135000000,245600000,Megan Fox, Will Arnett, Tyler Perry,Action, Adventure, Comedy,Dave Green,
tt1038686,Legion,2010,100 min,"Action, Fantasy, Horror","When God loses faith in humankind, he sends his legion of angels to bring on the Apocalypse. Humanity's only hope for survival lies in a group of strangers trapped in an out-of-the-way, desert diner with the Archangel Michael.",Scott Stewart,"Paul Bettany, Dennis Quaid, Charles S. Dutton",R,"113,251",41.446,26000000,67900000,Paul Bettany, Dennis Quaid, Charles S. Dutton,Action, Fantasy, Horror,Scott Stewart,
tt0322330,Freaky Friday,2003,97 min,"Comedy, Family, Fantasy","Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",Mark Waters,"Jamie Lee Curtis, Lindsay Lohan, Mark Harmon",PG,"155,009",41.437,26000000,160846332,Jamie Lee Curtis, Lindsay Lohan, Mark Harmon,Comedy, Family, Fantasy,Mark Waters,
tt0265086,Black Hawk Down,2001,144 min,"Action, Drama, History","When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.",Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore",R,"427,864",41.429,92000000,172989651,Josh Hartnett, Ewan McGregor, Tom Sizemore,Action, Drama, History,Ridley Scott,
tt7329656,47 Meters Down: Uncaged,2019,90 min,"Adventure, Drama, Horror","Four teenage girls go on a diving adventure to explore a submerged Mayan city. Once inside, their rush of excitement turns into a jolt of terror as they discover the sunken ruins are a hunting ground for deadly great white sharks. With their air supply steadily dwindling, the friends must navigate the underwater labyrinth of claustrophobic caves and eerie tunnels in search of a way out of their watery hell.",Johannes Roberts,"Sophie Nélisse, Corinne Foxx, Brianne Tju",PG-13,"31,407",41.399,12000000,47582563,Sophie Nélisse, Corinne Foxx, Brianne Tju,Adventure, Drama, Horror,Johannes Roberts,
tt0120746,The Mask of Zorro,1998,136 min,"Action, Adventure, Comedy","It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",Martin Campbell,"Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones",PG-13,"199,519",41.373,95000000,250300000,Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones,Action, Adventure, Comedy,Martin Campbell,
tt1196141,Diary of a Wimpy Kid,2010,94 min,"Comedy, Drama, Family","Greg Heffley is headed for big things, but first he has to survive the scariest, most humiliating experience of any kid’s life – middle school! That won’t be easy, considering he’s surrounded by hairy-freckled morons, wedgie-loving bullies and a moldy slice of cheese with nuclear cooties!",Thor Freudenthal,"Zachary Gordon, Robert Capron, Rachael Harris",PG,"59,257",41.354,15000000,76196538,Zachary Gordon, Robert Capron, Rachael Harris,Comedy, Drama, Family,Thor Freudenthal,
tt0472181,The Smurfs,2011,103 min,"Animation, Adventure, Comedy","When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",Raja Gosnell,"Hank Azaria, Katy Perry, Jonathan Winters",PG,"97,872",41.313,110000000,563749323,Hank Azaria, Katy Perry, Jonathan Winters,Animation, Adventure, Comedy,Raja Gosnell,
tt0100758,Teenage Mutant Ninja Turtles,1990,101 min,"Action, Adventure, Comedy","A quartet of humanoid turtles, trained by their mentor in ninjitsu, must learn to work together to face the menace of Shredder and the Foot Clan.",Jonathan Liebesman,"Megan Fox, Will Arnett, William Fichtner",PG-13,"221,747",41.269,13500000,201965915,Megan Fox, Will Arnett, William Fichtner,Action, Adventure, Comedy,Jonathan Liebesman,
tt4913966,The Curse of La Llorona,2019,93 min,"Horror, Mystery, Thriller","In 1970s Los Angeles, ignoring the eerie warning of a troubled mother suspected of child endangerment, a social worker and her own young kids are soon drawn into a frightening supernatural realm.",Michael Chaves,"Linda Cardellini, Raymond Cruz, Patricia Velasquez",R,"58,639",41.249,9000000,122033739,Linda Cardellini, Raymond Cruz, Patricia Velasquez,Horror, Mystery, Thriller,Michael Chaves,
tt0859163,The Mummy: Tomb of the Dragon Emperor,2008,112 min,"Action, Adventure, Fantasy","Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.",Rob Cohen,"Brendan Fraser, Jet Li, Maria Bello",PG-13,"172,088",41.245,145000000,403449830,Brendan Fraser, Jet Li, Maria Bello,Action, Adventure, Fantasy,Rob Cohen,
tt0458481,Sin City: A Dame to Kill For,2014,102 min,"Action, Crime, Thriller",Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.,"Frank Miller, Robert Rodriguez","Mickey Rourke, Jessica Alba, Josh Brolin",R,"171,685",41.134,65000000,39400000,Mickey Rourke, Jessica Alba, Josh Brolin,Action, Crime, Thriller,Frank Miller, Robert Rodriguez
tt2015381,Guardians of the Galaxy,2014,121 min,"Action, Adventure, Comedy","Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",James Gunn,"Chris Pratt, Vin Diesel, Bradley Cooper",PG-13,"1,284,993",41.133,170000000,772776600,Chris Pratt, Vin Diesel, Bradley Cooper,Action, Adventure, Comedy,James Gunn,
tt0265208,The Girl Next Door,2004,109 min,"Comedy, Drama, Romance","Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.",Luke Greenfield,"Emile Hirsch, Nicholas Downs, Elisha Cuthbert",R,"243,062",41.129,21000000,31635150,Emile Hirsch, Nicholas Downs, Elisha Cuthbert,Comedy, Drama, Romance,Luke Greenfield,
tt12830948,Fear,2023,97 min,"Drama, Thriller",An author's celebration with friends at a woodland cabin takes a terrifying turn when an airborne virus emerges at the same time supernatural forces target the group.,James Foley,"Mark Wahlberg, Reese Witherspoon, William Petersen",R,"56,259",41.096,0,2100000,Mark Wahlberg, Reese Witherspoon, William Petersen,Drama, Thriller,,James Foley,
tt1288558,Evil Dead,2013,91 min,Horror,"Mia, a drug addict, is determined to kick the habit. To that end, she asks her brother, David, his girlfriend, Natalie and their friends Olivia and Eric to accompany her to their family's remote forest cabin to help her through withdrawal. Eric finds a mysterious Book of the Dead at the cabin and reads aloud from it, awakening an ancient demon. All hell breaks loose when the malevolent entity possesses Mia.",Fede Alvarez,"Jane Levy, Shiloh Fernandez, Jessica Lucas",R,"200,265",41.079,17000000,97542952,Jane Levy, Shiloh Fernandez, Jessica Lucas,Horror,,,Fede Alvarez,
tt0247638,The Princess Diaries,2001,115 min,"Comedy, Family, Romance","A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne.",Garry Marshall,"Julie Andrews, Anne Hathaway, Hector Elizondo",G,"166,739",41.065,37000000,165335153,Julie Andrews, Anne Hathaway, Hector Elizondo,Comedy, Family, Romance,Garry Marshall,
tt0324216,The Texas Chainsaw Massacre,2003,98 min,Horror,"After picking up a traumatized young hitchhiker, five friends find themselves stalked and hunted by a chainsaw-wielding killer and his family of equally psychopathic killers.",Marcus Nispel,"Jessica Biel, Jonathan Tucker, Andrew Bryniarski",R,"153,569",40.992,9500000,107967319,Jessica Biel, Jonathan Tucker, Andrew Bryniarski,Horror,,,Marcus Nispel,
tt0454876,Life of Pi,2012,127 min,"Adventure, Drama, Fantasy","The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",Ang Lee,"Suraj Sharma, Irrfan Khan, Adil Hussain",PG,"672,346",40.957,120000000,609000000,Suraj Sharma, Irrfan Khan, Adil Hussain,Adventure, Drama, Fantasy,Ang Lee,
tt0093493,Mannequin,1987,90 min,"Comedy, Fantasy, Romance","Jonathan Switcher, an unemployed artist, finds a job as an assistant window dresser for a department store. When Jonathan happens upon a beautiful mannequin he previously designed, she springs to life and introduces herself as Emmy, an Egyptian under an ancient spell. Despite interference from the store's devious manager, Jonathan and his mannequin fall in love while creating eye-catching window displays to keep the struggling store in business.",Michael Gottlieb,"Andrew McCarthy, Kim Cattrall, Estelle Getty",PG,"36,550",40.807,6000000,42700000,Andrew McCarthy, Kim Cattrall, Estelle Getty,Comedy, Fantasy, Romance,Michael Gottlieb,
tt0277296,The Scorpion King,2002,92 min,"Action, Adventure, Fantasy","In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",Chuck Russell,"Dwayne Johnson, Steven Brand, Michael Clarke Duncan",PG-13,"146,559",40.797,60000000,165333180,Dwayne Johnson, Steven Brand, Michael Clarke Duncan,Action, Adventure, Fantasy,Chuck Russell,
tt0952640,Alvin and the Chipmunks,2007,92 min,"Adventure, Comedy, Family","A struggling songwriter named Dave Seville finds success when he comes across a trio of singing chipmunks: mischievous leader Alvin, brainy Simon, and chubby, impressionable Theodore.",Tim Hill,"Jason Lee, Ross Bagdasarian Jr., Janice Karman",PG,"96,338",40.795,60000000,361366633,Jason Lee, Ross Bagdasarian Jr., Janice Karman,Adventure, Comedy, Family,Tim Hill,
tt0106220,Addams Family Values,1993,94 min,"Comedy, Fantasy","Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",Barry Sonnenfeld,"Anjelica Huston, Raul Julia, Christopher Lloyd",PG-13,"110,937",40.787,47000000,48919043,Anjelica Huston, Raul Julia, Christopher Lloyd,Comedy, Fantasy,,Barry Sonnenfeld,
tt3411444,Ferdinand,2017,108 min,"Animation, Adventure, Comedy","Ferdinand, a little bull, prefers sitting quietly under a cork tree just smelling the flowers versus jumping around, snorting, and butting heads with other bulls. As Ferdinand grows big and strong, his temperament remains mellow, but one day five men come to choose the ""biggest, fastest, roughest bull"" for the bullfights in Madrid and Ferdinand is mistakenly chosen.  Based on the classic 1936 children's book by Munro Leaf.",Carlos Saldanha,"John Cena, Kate McKinnon, Bobby Cannavale",PG,"64,720",40.763,111000000,295038508,John Cena, Kate McKinnon, Bobby Cannavale,Animation, Adventure, Comedy,Carlos Saldanha,
tt14209916,Cocaine Bear,2023,95 min,"Comedy, Crime, Thriller","Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.",Elizabeth Banks,"Keri Russell, Alden Ehrenreich, O'Shea Jackson Jr.",R,"110,991",40.761,32500000,88314672,Keri Russell, Alden Ehrenreich, O'Shea Jackson Jr.,Comedy, Crime, Thriller,Elizabeth Banks,
tt0043274,Alice in Wonderland,1951,108 min,"Adventure, Family, Fantasy","On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",Tim Burton,"Mia Wasikowska, Johnny Depp, Helena Bonham Carter",PG,"445,011",40.749,3000000,57200000,Mia Wasikowska, Johnny Depp, Helena Bonham Carter,Adventure, Family, Fantasy,Tim Burton,
tt0205000,Deuce Bigalow: Male Gigolo,1999,88 min,"Comedy, Romance","Deuce Bigalow is a less than attractive, down on his luck aquarium cleaner. One day he wrecks the house of a gigolo and needs quick money to repair it. The only way he can make it is to become a gigolo himself, taking on an unusual mix of female clients. He encounters a couple of problems, though. He falls in love with one of his unusual clients, and a sleazy police officer is hot on his trail.",Mike Mitchell,"Rob Schneider, William Forsythe, Eddie Griffin",R,"80,663",40.682,17000000,65500000,Rob Schneider, William Forsythe, Eddie Griffin,Comedy, Romance,,Mike Mitchell,
tt0993840,Army of the Dead,2021,148 min,"Action, Crime, Drama","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble: venturing into the quarantine zone to pull off the greatest heist ever attempted.",Zack Snyder,"Dave Bautista, Ella Purnell, Ana de la Reguera",R,"190,901",40.667,90000000,190700000,Dave Bautista, Ella Purnell, Ana de la Reguera,Action, Crime, Drama,Zack Snyder,
tt0472033,9,2009,79 min,"Animation, Action, Adventure","When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",Shane Acker,"Elijah Wood, Jennifer Connelly, Crispin Glover",PG-13,"149,063",40.639,30000000,48428063,Elijah Wood, Jennifer Connelly, Crispin Glover,Animation, Action, Adventure,Shane Acker,
tt2140479,The Accountant,2016,128 min,"Action, Crime, Drama","As a math savant uncooks the books for a new client, the Treasury Department closes in on his activities and the body count starts to rise.",Gavin O'Connor,"Ben Affleck, Anna Kendrick, J.K. Simmons",R,"327,465",40.635,44000000,155160045,Ben Affleck, Anna Kendrick, J.K. Simmons,Action, Crime, Drama,Gavin O'Connor,
